step,x_struct_raw_left_leg_norm,x_struct_raw_right_leg_norm,x_struct_raw_torso_norm,x_struct_raw_left_leg_var,x_struct_raw_right_leg_var,x_struct_raw_torso_var,x_struct_mixed_left_leg_norm,x_struct_mixed_right_leg_norm,x_struct_mixed_torso_norm,x_struct_mixed_left_leg_var,x_struct_mixed_right_leg_var,x_struct_mixed_torso_var,x_struct_norm_left_leg_norm,x_struct_norm_right_leg_norm,x_struct_norm_torso_norm,x_struct_norm_left_leg_var,x_struct_norm_right_leg_var,x_struct_norm_torso_var,h_struct_proj_left_leg_norm,h_struct_proj_right_leg_norm,h_struct_proj_torso_norm,h_struct_proj_left_leg_var,h_struct_proj_right_leg_var,h_struct_proj_torso_var,h_struct_pre_norm_left_leg_norm,h_struct_pre_norm_right_leg_norm,h_struct_pre_norm_torso_norm,h_struct_pre_norm_left_leg_var,h_struct_pre_norm_right_leg_var,h_struct_pre_norm_torso_var,h_struct_pre_inject_left_leg_norm,h_struct_pre_inject_right_leg_norm,h_struct_pre_inject_torso_norm,h_struct_pre_inject_left_leg_var,h_struct_pre_inject_right_leg_var,h_struct_pre_inject_torso_var,h_struct_post_inject_left_leg_norm,h_struct_post_inject_right_leg_norm,h_struct_post_inject_torso_norm,h_struct_post_inject_left_leg_var,h_struct_post_inject_right_leg_var,h_struct_post_inject_torso_var
51000,5.8742032051,5.8773231506,5.9006290436,2.6903762817,2.6938617229,2.7431712151,6.9767174721,7.0667266846,6.9510240555,3.7236652374,3.8239827156,3.7710287571,3.7739269733,3.7733502388,3.7001733780,0.8404762149,0.8402135968,0.8077819943,8.4923181534,8.5702657700,7.7983078957,0.2841693163,0.2897280157,0.2405901700,16.0860900879,16.0835533142,16.0698680878,1.0108269453,1.0105042458,1.0087913275,17.0525398254,17.0343799591,17.0456104279,1.1359159946,1.1334915161,1.1350022554,15.8954887390,15.8755168915,15.5639495850,0.9875793457,0.9848484993,0.9472795725
52000,6.4403500557,6.4441289902,6.4486131668,2.9284212589,2.9390072823,2.9677960873,7.5910258293,7.7193999290,7.5521621704,4.0645270348,4.1966295242,4.1154103279,3.8045148849,3.8057398796,3.7215459347,0.8540678024,0.8546605706,0.8171979189,8.5897493362,8.6771450043,7.8119797707,0.2910991907,0.2973387837,0.2420516461,16.0945930481,16.0925559998,16.0755767822,1.0118989944,1.0116394758,1.0095127821,17.0680522919,17.0494575500,17.0579586029,1.1379873753,1.1355030537,1.1366512775,15.9355392456,15.9054126740,15.5556173325,0.9926362038,0.9886295795,0.9463638067
53000,6.4935774803,6.4904236794,6.5366320610,2.9440705776,2.9514799118,3.0114729404,7.6598958969,7.7774558067,7.6441144943,4.1191320419,4.2429962158,4.1797218323,3.7881069183,3.7890801430,3.7126228809,0.8463559151,0.8468286991,0.8130913377,8.5201539993,8.5961341858,7.7578597069,0.2857615054,0.2910356224,0.2380190939,16.0978717804,16.0948162079,16.0795803070,1.0123097897,1.0119214058,1.0100145340,17.0800609589,17.0612735748,17.0720329285,1.1395889521,1.1370754242,1.1385282278,15.9057130814,15.8855714798,15.5402841568,0.9889345765,0.9861795902,0.9445402026
54000,5.7986822128,5.8018088341,5.8005089760,2.6458950043,2.6520905495,2.6769599915,6.9342861176,7.0321965218,6.8921642303,3.7168161869,3.8270063400,3.7475233078,3.7639405727,3.7625837326,3.6886553764,0.8361312151,0.8355773091,0.8028540611,8.4954099655,8.5663042068,7.7794508934,0.2843995690,0.2895064354,0.2393321991,16.0960483551,16.0928516388,16.0790710449,1.0120790005,1.0116730928,1.0099477768,17.0953235626,17.0767745972,17.0854167938,1.1416240931,1.1391416788,1.1403104067,15.8664817810,15.8587331772,15.5232019424,0.9839953780,0.9827951193,0.9423620105
55000,6.1026000977,6.1081848145,6.1478257179,2.8296515942,2.8364965916,2.8952417374,7.2688183784,7.3699202538,7.2543683052,3.9670131207,4.0792670250,4.0288047791,3.7627065182,3.7603054047,3.6894118786,0.8354910016,0.8344295621,0.8031215668,8.4489583969,8.4954586029,7.7139992714,0.2816517055,0.2847452760,0.2354201227,16.0954380035,16.0912303925,16.0772171021,1.0120038986,1.0114701986,1.0097180605,17.1043720245,17.0847930908,17.0926342010,1.1428351402,1.1402128935,1.1412773132,15.8861017227,15.8553466797,15.5285987854,0.9865180850,0.9824829102,0.9430822134
56000,6.3014850616,6.3001503944,6.3012681007,2.8674261570,2.8711824417,2.9020390511,7.5193734169,7.5969586372,7.4688401222,4.0769500732,4.1728444099,4.1141295433,3.7904574871,3.7875370979,3.7058978081,0.8480240703,0.8467050195,0.8104577065,8.5956554413,8.6597929001,7.7956504822,0.2915918529,0.2962798774,0.2409190238,16.1082744598,16.1033763885,16.0894699097,1.0136193037,1.0129996538,1.0112605095,17.1231479645,17.1023216248,17.1116123199,1.1453434229,1.1425572634,1.1438149214,15.8808765411,15.8672285080,15.4877948761,0.9858800173,0.9839403629,0.9381852746
57000,6.1401476860,6.1438198090,6.2058157921,2.8346054554,2.8357007504,2.9151594639,7.3541665077,7.4521384239,7.3489832878,4.0355739594,4.1460528374,4.1063561440,3.7556824684,3.7537651062,3.6823220253,0.8322081566,0.8313548565,0.7999570370,8.4347944260,8.4883270264,7.6776323318,0.2801062167,0.2837367952,0.2328750193,16.1021308899,16.0972881317,16.0831317902,1.0128446817,1.0122311115,1.0104604959,17.1293601990,17.1083641052,17.1178646088,1.1461737156,1.1433584690,1.1446492672,15.8540620804,15.8256063461,15.4749727249,0.9825408459,0.9787449837,0.9366768003
58000,6.1130886078,6.1187767982,6.1420998573,2.8000793457,2.8117253780,2.8531224728,7.3326773643,7.4372258186,7.3110680580,4.0070977211,4.1263494492,4.0619878769,3.7633724213,3.7630062103,3.6857886314,0.8358450532,0.8357020020,0.8015735149,8.4848489761,8.5511913300,7.7175116539,0.2838203609,0.2885204256,0.2355915159,16.1090564728,16.1043167114,16.0901813507,1.0137183666,1.0131186247,1.0113495588,17.1463470459,17.1257400513,17.1333484650,1.1484488249,1.1456854343,1.1467230320,15.8573837280,15.8326139450,15.4565620422,0.9830039740,0.9796706438,0.9344484210
59000,6.1585879326,6.1599183083,6.1689171791,2.8247244358,2.8280136585,2.8613307476,7.3955473900,7.4974799156,7.3563594818,4.0534229279,4.1665892601,4.0892539024,3.7685406208,3.7674124241,3.6891164780,0.8382683992,0.8377854228,0.8031417727,8.5018606186,8.5737066269,7.7353291512,0.2852546275,0.2902148068,0.2370166332,16.1118774414,16.1078128815,16.0938816071,1.0140738487,1.0135585070,1.0118166208,17.1607437134,17.1403961182,17.1452198029,1.1503815651,1.1476486921,1.1483143568,15.8370952606,15.8110074997,15.4473085403,0.9805315137,0.9770489335,0.9333393574
60000,6.1703052521,6.1703591347,6.1763429642,2.7684960365,2.7794425488,2.8081746101,7.4378538132,7.5355110168,7.3892827034,4.0250172615,4.1415376663,4.0544490814,3.7805342674,3.7786011696,3.6972184181,0.8437372446,0.8428641558,0.8067791462,8.5899915695,8.6359987259,7.7708811760,0.2914313078,0.2947056293,0.2393082380,16.1204452515,16.1128730774,16.0994186401,1.0151528120,1.0141955614,1.0125151873,17.1765727997,17.1521797180,17.1578788757,1.1525028944,1.1492294073,1.1500126123,15.8389492035,15.8138151169,15.4389925003,0.9807752371,0.9774123430,0.9323611259
61000,5.7825002670,5.7863345146,5.8053879738,2.6890401840,2.6949470043,2.7376642227,7.0200567245,7.1047635078,6.9883255959,3.8843336105,3.9824965000,3.9256412983,3.7392787933,3.7380774021,3.6641309261,0.8255078793,0.8250045180,0.7923520803,8.4191846848,8.4942083359,7.6859936714,0.2797057629,0.2850639820,0.2337200791,16.1115093231,16.1075210571,16.0940418243,1.0140285492,1.0135240555,1.0118374825,17.1850738525,17.1644287109,17.1692256927,1.1536422968,1.1508690119,1.1515322924,15.8090581894,15.7946720123,15.4261970520,0.9770212770,0.9749807119,0.9307986498
62000,6.0553150177,6.0609140396,6.0830321312,2.7637763023,2.7717564106,2.8190789223,7.3392829895,7.4383444786,7.2867560387,4.0519609451,4.1634211540,4.0635700226,3.7502658367,3.7491791248,3.6742930412,0.8299638033,0.8295407295,0.7966713309,8.4674491882,8.5167808533,7.6746811867,0.2822993696,0.2857598960,0.2327657044,16.1234226227,16.1171455383,16.1033363342,1.0155272484,1.0147328377,1.0130065680,17.2016429901,17.1792564392,17.1842746735,1.1558668613,1.1528559923,1.1535536051,15.7683887482,15.7597837448,15.3907051086,0.9719896913,0.9706546068,0.9265738130
63000,6.2440247536,6.2437043190,6.2761168480,2.8197338581,2.8319869041,2.8727846146,7.5560464859,7.6753215790,7.5368442535,4.1435151100,4.2740969658,4.1965708733,3.7676377296,3.7678594589,3.6880190372,0.8378571868,0.8380338550,0.8027698994,8.5213680267,8.5910272598,7.7203230858,0.2864839733,0.2913849950,0.2361068577,16.1305770874,16.1241855621,16.1105575562,1.0164326429,1.0156235695,1.0139203072,17.2181224823,17.1932163239,17.1984920502,1.1580877304,1.1547361612,1.1554676294,15.8054418564,15.7842569351,15.3929185867,0.9767298698,0.9738293290,0.9269360900
64000,6.2696633339,6.2717022896,6.2994461060,2.8909914494,2.8956534863,2.9457395077,7.5949120522,7.6967148781,7.5583519936,4.2432403564,4.3582377434,4.2847704887,3.7561390400,3.7548220158,3.6771814823,0.8327426314,0.8321959376,0.7980170846,8.4629058838,8.5321903229,7.6709570885,0.2825861871,0.2873832583,0.2330671698,16.1306095123,16.1245956421,16.1109294891,1.0164344311,1.0156722069,1.0139673948,17.2315101624,17.2060317993,17.2096710205,1.1598881483,1.1564568281,1.1569703817,15.7923526764,15.7666893005,15.3787021637,0.9750999808,0.9716082215,0.9252313972
65000,6.1632089615,6.1640648842,6.1897850037,2.8450100422,2.8505809307,2.9011516571,7.4904632568,7.5940437317,7.4629020691,4.1813397408,4.2976155281,4.2342057228,3.7544214725,3.7533318996,3.6737008095,0.8323027492,0.8318669796,0.7966651320,8.4834957123,8.5635614395,7.6801967621,0.2843649089,0.2901007533,0.2338544726,16.1314125061,16.1277656555,16.1118755341,1.0165386200,1.0160765648,1.0140883923,17.2415599823,17.2194595337,17.2209053040,1.1612428427,1.1582649946,1.1584823132,15.8018655777,15.7780370712,15.3684625626,0.9763007760,0.9730436206,0.9239850044
66000,6.0190420151,6.0230164528,6.0318546295,2.7719314098,2.7710089684,2.8168816566,7.3455486298,7.4494438171,7.2986121178,4.0909395218,4.2073130608,4.1221680641,3.7495553493,3.7477493286,3.6690793037,0.8302742243,0.8294762969,0.7947121859,8.4646911621,8.5550041199,7.6781320572,0.2830795646,0.2894982398,0.2337051481,16.1338844299,16.1310787201,16.1143321991,1.0168496370,1.0164935589,1.0143972635,17.2563304901,17.2343902588,17.2332057953,1.1632320881,1.1602741480,1.1601378918,15.7781229019,15.7570028305,15.3519229889,0.9734101295,0.9704782367,0.9220404625
67000,6.0658111572,6.0709328651,6.0762157440,2.7415957451,2.7486286163,2.7793550491,7.4123072624,7.5210170746,7.3727636337,4.0822386742,4.2032918930,4.1148147583,3.7568249702,3.7560610771,3.6749546528,0.8335047960,0.8331928849,0.7973265052,8.5112476349,8.5870332718,7.7076478004,0.2862545848,0.2916979194,0.2355474979,16.1401462555,16.1342124939,16.1216754913,1.0176402330,1.0168888569,1.0153247118,17.2716407776,17.2466621399,17.2488403320,1.1653028727,1.1619312763,1.1622471809,15.7877721786,15.7541189194,15.3422174454,0.9746772647,0.9701818228,0.9209094048
68000,6.0874786377,6.0985789299,6.0885329247,2.7555372715,2.7684061527,2.7850179672,7.4530386925,7.5596299171,7.4072608948,4.1168541908,4.2387838364,4.1457800865,3.7591233253,3.7569959164,3.6744432449,0.8347162008,0.8337971568,0.7972368598,8.5337257385,8.6099548340,7.7229852676,0.2881155312,0.2936539650,0.2367440909,16.1451416016,16.1392383575,16.1270484924,1.0182721615,1.0175238848,1.0160049200,17.2870101929,17.2609081268,17.2624053955,1.1673765182,1.1638534069,1.1640776396,15.7656192780,15.7454099655,15.3187561035,0.9719390869,0.9691485763,0.9180760384
69000,6.2505540848,6.2564110756,6.2475366592,2.8392541409,2.8337790966,2.8636841774,7.6506915092,7.7456541061,7.5720152855,4.2556672096,4.3618783951,4.2547702789,3.7636907101,3.7597527504,3.6750144958,0.8366995454,0.8348993063,0.7974416018,8.5411720276,8.6358232498,7.6938266754,0.2885239720,0.2952836454,0.2348975837,16.1473789215,16.1451511383,16.1290340424,1.0185540915,1.0182695389,1.0162551403,17.2969760895,17.2733440399,17.2720050812,1.1687233448,1.1655302048,1.1653745174,15.7736940384,15.7396898270,15.3204326630,0.9729439616,0.9683769941,0.9183555841
70000,5.8978829384,5.8997321129,5.9359626770,2.7075688839,2.7140874863,2.7715210915,7.2649073601,7.3632140160,7.2314233780,4.0581288338,4.1705904007,4.0965332985,3.7292292118,3.7288446426,3.6524798870,0.8214145899,0.8212759495,0.7876868248,8.4166784286,8.4987716675,7.6248164177,0.2798327506,0.2856847644,0.2302187979,16.1451282501,16.1406784058,16.1254596710,1.0182694197,1.0177063942,1.0158047676,17.3069229126,17.2838935852,17.2825088501,1.1700662374,1.1669499874,1.1667916775,15.7360391617,15.7105207443,15.3033695221,0.9683135748,0.9648399949,0.9162672162
71000,6.3551006317,6.3605222702,6.3682689667,2.8974688053,2.9078447819,2.9375588894,7.7667422295,7.8906574249,7.7285294533,4.3410954475,4.4799580574,4.3848099709,3.7617018223,3.7599890232,3.6750426292,0.8358353376,0.8350654840,0.7975303531,8.5345134735,8.6144161224,7.6790127754,0.2881899476,0.2940051556,0.2342558950,16.1585369110,16.1525077820,16.1387214661,1.0199629068,1.0192005634,1.0174803734,17.3289184570,17.3016986847,17.2999172211,1.1730482578,1.1693670750,1.1691489220,15.7840127945,15.7450294495,15.2928724289,0.9743441939,0.9691956043,0.9151312113
72000,6.0388717651,6.0393748283,6.0627050400,2.7977368832,2.8062670231,2.8544511795,7.4257922173,7.5425224304,7.3904528618,4.1905360222,4.3249397278,4.2344775200,3.7315475941,3.7321014404,3.6515460014,0.8226091266,0.8228664398,0.7873808742,8.4268798828,8.5330009460,7.6168909073,0.2809693813,0.2885197997,0.2300657332,16.1538963318,16.1499671936,16.1334800720,1.0193791389,1.0188823938,1.0168199539,17.3375968933,17.3131656647,17.3072910309,1.1742219925,1.1709127426,1.1701440811,15.7202157974,15.6968488693,15.2685127258,0.9664682150,0.9632403255,0.9121825099
73000,6.0874743462,6.0879802704,6.1116833687,2.7737779617,2.7687289715,2.8091552258,7.5011401176,7.5998497009,7.4474892616,4.1863017082,4.2902894020,4.2001447678,3.7425611019,3.7399191856,3.6557648182,0.8275219798,0.8264004588,0.7892020345,8.4820261002,8.5976781845,7.6367959976,0.2845248282,0.2929260433,0.2310449779,16.1608562469,16.1577720642,16.1405429840,1.0202575922,1.0198657513,1.0177110434,17.3541507721,17.3271121979,17.3219242096,1.1764658689,1.1728022099,1.1721258163,15.7346839905,15.7022600174,15.2597723007,0.9683129191,0.9639341235,0.9111266136
74000,6.2047390938,6.2057485580,6.2600207329,2.8520400524,2.8498313427,2.9261872768,7.6408801079,7.7431693077,7.6104898453,4.3137087822,4.4301748276,4.3573579788,3.7354199886,3.7324316502,3.6548650265,0.8242213726,0.8228958249,0.7888121009,8.4481029510,8.5248594284,7.6057915688,0.2822037041,0.2876586914,0.2293106616,16.1658859253,16.1600894928,16.1446933746,1.0208928585,1.0201584101,1.0182365179,17.3679676056,17.3393383026,17.3354263306,1.1783412695,1.1744573116,1.1739559174,15.7039070129,15.6601457596,15.2423171997,0.9645535350,0.9587629437,0.9091590643
75000,6.1299548149,6.1323752403,6.1773557663,2.7974812984,2.7983586788,2.8688113689,7.5753893852,7.6709146500,7.5338125229,4.2678689957,4.3787169456,4.2970738411,3.7340741158,3.7303085327,3.6518192291,0.8236145377,0.8219432831,0.7875106335,8.4636526108,8.5414543152,7.6098551750,0.2830787897,0.2886262536,0.2293857783,16.1709423065,16.1652660370,16.1496334076,1.0215318203,1.0208125114,1.0188610554,17.3817901611,17.3537921906,17.3491287231,1.1802167892,1.1764189005,1.1758134365,15.6762371063,15.6464433670,15.2156000137,0.9611449242,0.9571002126,0.9059745669
76000,6.3340930939,6.3353190422,6.3613424301,2.8679118156,2.8844878674,2.9241218567,7.7865090370,7.9119601250,7.7459020615,4.3693981171,4.5048975945,4.4038553238,3.7493431568,3.7507479191,3.6629197598,0.8303124309,0.8310410380,0.7923280001,8.5349006653,8.6282386780,7.6324143410,0.2880250216,0.2949120402,0.2310782075,16.1777191162,16.1726264954,16.1567611694,1.0223900080,1.0217471123,1.0197638273,17.3953094482,17.3694419861,17.3605136871,1.1820594072,1.1785479784,1.1773610115,15.6938285828,15.6764726639,15.2078857422,0.9633293152,0.9608871937,0.9051892757
77000,5.6667528152,5.6688332558,5.6834845543,2.5852379799,2.5829017162,2.6156139374,7.0690684319,7.1555175781,7.0176768303,3.9237344265,4.0250234604,3.9431145191,3.7202100754,3.7157423496,3.6357514858,0.8182934523,0.8162764311,0.7809225917,8.4553012848,8.5263671875,7.6246399879,0.2834258080,0.2885810435,0.2304091454,16.1710968018,16.1663665771,16.1516914368,1.0215564966,1.0209562778,1.0191235542,17.4064044952,17.3810577393,17.3715877533,1.1835671663,1.1801222563,1.1788609028,15.6571340561,15.6171770096,15.1887378693,0.9589035511,0.9536806941,0.9026509523
78000,6.4201059341,6.4212045670,6.4422478676,2.9289414883,2.9359252453,2.9801337719,7.9056181908,8.0164976120,7.8583078384,4.4747734070,4.5979876518,4.5089769363,3.7532215118,3.7527403831,3.6619486809,0.8322895765,0.8321539164,0.7920273542,8.5545206070,8.6624794006,7.6302461624,0.2897290885,0.2975814641,0.2312406749,16.1906261444,16.1843204498,16.1688861847,1.0240217447,1.0232229233,1.0212996006,17.4273681641,17.3955841064,17.3877410889,1.1864204407,1.1820988655,1.1810630560,15.7014293671,15.6741876602,15.1683454514,0.9643274546,0.9605806470,0.9004597664
79000,6.2197122574,6.2133102417,6.2221789360,2.8560807705,2.8542287350,2.8865709305,7.6832470894,7.7927150726,7.6296138763,4.3436579704,4.4737424850,4.3686208725,3.7416353226,3.7384548187,3.6513907909,0.8275501132,0.8261029720,0.7876397967,8.5204362869,8.5955286026,7.6131191254,0.2880620062,0.2934571505,0.2303361744,16.1897239685,16.1814708710,16.1656436920,1.0239130259,1.0228674412,1.0208935738,17.4408569336,17.4087467194,17.3980197906,1.1882629395,1.1838922501,1.1824601889,15.6872358322,15.6467494965,15.1508121490,0.9627447128,0.9573186636,0.8983849287
80000,6.3372740746,6.3442835808,6.3423695564,2.8697457314,2.8837594986,2.9025287628,7.8319201469,7.9580721855,7.7674117088,4.4016857147,4.5450615883,4.4099378586,3.7558748722,3.7550337315,3.6623039246,0.8339323401,0.8335922956,0.7924254537,8.5654392242,8.6893138885,7.6560931206,0.2911599278,0.3002502024,0.2331411690,16.1958408356,16.1909275055,16.1728210449,1.0246877670,1.0240647793,1.0218019485,17.4544582367,17.4219093323,17.4086494446,1.1901201010,1.1856876612,1.1839092970,15.6900682449,15.6511173248,15.1620006561,0.9631541371,0.9579145312,0.8997939825
81000,6.0802006721,6.0848765373,6.1034007072,2.7804484367,2.7860300541,2.8239119053,7.5445928574,7.6615934372,7.5011363029,4.2528061867,4.3853917122,4.2820711136,3.7322459221,3.7288961411,3.6432638168,0.8235042095,0.8220340610,0.7842407227,8.4978733063,8.5826759338,7.6013007164,0.2863907814,0.2926118970,0.2293444425,16.1954936981,16.1897201538,16.1729087830,1.0246446133,1.0239127874,1.0218123198,17.4650535583,17.4349651337,17.4206180573,1.1915612221,1.1874648333,1.1855348349,15.6314897537,15.5880994797,15.1104602814,0.9559452534,0.9501866102,0.8936371803
82000,6.4839468002,6.4879751205,6.5030865669,2.9328889847,2.9399809837,2.9804875851,8.0132303238,8.1061573029,7.9436259270,4.5368828773,4.6426658630,4.5424613953,3.7534534931,3.7494356632,3.6615738869,0.8324148059,0.8306626081,0.7919687629,8.5788574219,8.6678152084,7.6397142410,0.2913106084,0.2978234291,0.2319138199,16.2112751007,16.2034206390,16.1874694824,1.0266373158,1.0256417990,1.0236545801,17.4838294983,17.4499263763,17.4363098145,1.1941218376,1.1895021200,1.1876778603,15.6497926712,15.6162281036,15.1114549637,0.9580553770,0.9535693526,0.8938344121
83000,6.0356407166,6.0368337631,6.0591311455,2.7135057449,2.7226347923,2.7575294971,7.5165023804,7.6295361519,7.4802107811,4.1924576759,4.3206601143,4.2257847786,3.7325186729,3.7308995724,3.6451671124,0.8237369061,0.8230494261,0.7851753235,8.5042867661,8.6049737930,7.6359772682,0.2868896127,0.2942864299,0.2316086143,16.2063083649,16.1962184906,16.1834812164,1.0260187387,1.0247385502,1.0231550932,17.4965152740,17.4585895538,17.4479999542,1.1958680153,1.1906936169,1.1892704964,15.5923023224,15.5590620041,15.0716915131,0.9512966871,0.9467857480,0.8890737891
84000,6.1664266586,6.1713790894,6.1723465919,2.7987682819,2.8028721809,2.8349788189,7.6818714142,7.7891135216,7.6088156700,4.3357019424,4.4570393562,4.3353672028,3.7370007038,3.7346398830,3.6461927891,0.8258055449,0.8247746825,0.7856745720,8.5362033844,8.6307182312,7.6262273788,0.2892406881,0.2961716056,0.2312126756,16.2089328766,16.2030429840,16.1872520447,1.0263464451,1.0256000757,1.0236307383,17.5075111389,17.4772148132,17.4602584839,1.1973664761,1.1932326555,1.1909433603,15.5929298401,15.5570783615,15.0745668411,0.9512445927,0.9464727640,0.8894806504
85000,5.9022769928,5.9073123932,5.9432597160,2.7249145508,2.7394742966,2.7878227234,7.3601145744,7.4743256569,7.3427805901,4.1679835320,4.2994728088,4.2203154564,3.7061545849,3.7064015865,3.6256763935,0.8123679757,0.8124693632,0.7769232392,8.3988361359,8.4952259064,7.5507330894,0.2801910043,0.2870771289,0.2263853550,16.2055282593,16.1961193085,16.1825389862,1.0259202719,1.0247278214,1.0230385065,17.5191307068,17.4860134125,17.4705734253,1.1989663839,1.1944391727,1.1923527718,15.5834369659,15.5525398254,15.0793867111,0.9502397776,0.9460245371,0.8900123239
86000,5.9142479897,5.9199080467,5.9184360504,2.6990268230,2.7153613567,2.7311198711,7.3855452538,7.5099711418,7.3307461739,4.1558675766,4.2974920273,4.1657032967,3.7160584927,3.7165558338,3.6323671341,0.8168639541,0.8171291351,0.7799451947,8.4565486908,8.5403862000,7.5999855995,0.2842454612,0.2903590798,0.2296462059,16.2115898132,16.2047233582,16.1885776520,1.0266888142,1.0258191824,1.0238026381,17.5341625214,17.5042114258,17.4821281433,1.2010267973,1.1969295740,1.1939324141,15.5691690445,15.5333776474,15.0689220428,0.9485300183,0.9437755942,0.8888159990
87000,6.4712162018,6.4744486809,6.4912266731,2.9628839493,2.9661693573,3.0059497356,8.0307350159,8.1477088928,7.9665222168,4.5903425217,4.7164988518,4.6028881073,3.7462861538,3.7440261841,3.6525614262,0.8297822475,0.8287850022,0.7883411646,8.5558433533,8.6586933136,7.6131706238,0.2907761633,0.2982319295,0.2305616438,16.2272624969,16.2200508118,16.2023601532,1.0286720991,1.0277563334,1.0255492926,17.5537719727,17.5179748535,17.4945049286,1.2037130594,1.1988158226,1.1956315041,15.6258916855,15.5750350952,15.0554256439,0.9555044174,0.9488540888,0.8873403072
88000,6.4150314331,6.4215655327,6.4641771317,2.9530467987,2.9531877041,3.0152947903,7.9640555382,8.0845556259,7.9188346863,4.5628862381,4.6985917091,4.5901503563,3.7332952023,3.7306954861,3.6438100338,0.8238817453,0.8227133155,0.7845143676,8.4953737259,8.6033315659,7.5662117004,0.2861542106,0.2938509285,0.2273536026,16.2305660248,16.2249393463,16.2050247192,1.0290898085,1.0283751488,1.0258872509,17.5676078796,17.5331096649,17.5087165833,1.2056126595,1.2008830309,1.1975766420,15.6088705063,15.5522232056,15.0506162643,0.9534028769,0.9459535480,0.8868497014
89000,6.3216800690,6.3224148750,6.3440241814,2.8788681030,2.8858880997,2.9292895794,7.8609261513,7.9937634468,7.8031992912,4.4686474800,4.6211895943,4.4849772453,3.7367105484,3.7345468998,3.6444177628,0.8255914450,0.8246145844,0.7849053144,8.5457515717,8.6492280960,7.5878052711,0.2898974121,0.2971995175,0.2286569178,16.2358837128,16.2305335999,16.2113647461,1.0297642946,1.0290874243,1.0266915560,17.5842227936,17.5503406525,17.5238342285,1.2078955173,1.2032530308,1.1996477842,15.5782766342,15.5309534073,15.0277824402,0.9496636391,0.9434168935,0.8841834068
90000,5.9306344986,5.9362082481,5.9675197601,2.7179906368,2.7321991920,2.7753059864,7.4291543961,7.5539236069,7.3901720047,4.2109813690,4.3512568474,4.2359228134,3.7059183121,3.7051384449,3.6229708195,0.8123902678,0.8120576739,0.7759210467,8.4285688400,8.4950656891,7.5432877541,0.2822269797,0.2870169282,0.2258684635,16.2275218964,16.2194919586,16.2040996552,1.0287090540,1.0276908875,1.0257728100,17.5887165070,17.5570678711,17.5331974030,1.2085145712,1.2041752338,1.2009260654,15.5342931747,15.4914770126,15.0020971298,0.9444409013,0.9388245344,0.8810541630
91000,6.3053145409,6.3166003227,6.3386111259,2.8606488705,2.8701796532,2.9255826473,7.8663940430,7.9690599442,7.8103222847,4.4695711136,4.5895318985,4.4913878441,3.7358677387,3.7333011627,3.6437485218,0.8254946470,0.8243449926,0.7848247886,8.5568962097,8.6759986877,7.6030673981,0.2907780111,0.2995727360,0.2300086766,16.2492923737,16.2428874969,16.2222175598,1.0314675570,1.0306540728,1.0280725956,17.6148796082,17.5806808472,17.5531444550,1.2121105194,1.2074147463,1.2036702633,15.5187501907,15.4915580750,14.9665126801,0.9423878193,0.9386347532,0.8769162893
92000,6.3914799690,6.4014182091,6.4040479660,2.8851644993,2.9140300751,2.9294965267,7.9559621811,8.0948600769,7.9036579132,4.4974231720,4.6472201347,4.5207948685,3.7518720627,3.7517712116,3.6560604572,0.8326716423,0.8326382041,0.7902179956,8.6025686264,8.7170095444,7.6399517059,0.2944176793,0.3031432927,0.2325927913,16.2527294159,16.2449016571,16.2242050171,1.0319111347,1.0309195518,1.0283304453,17.6280803680,17.5933132172,17.5591850281,1.2139489651,1.2091833353,1.2045056820,15.5814952850,15.5455741882,15.0027399063,0.9503417611,0.9455754161,0.8813435435
93000,6.2226910591,6.2315297127,6.2598733902,2.8352086544,2.8404996395,2.8952677250,7.7932095528,7.8862619400,7.7449026108,4.4434275627,4.5531158447,4.4697065353,3.7286601067,3.7242624760,3.6357867718,0.8224527836,0.8205562830,0.7814564109,8.5590200424,8.6516990662,7.5946464539,0.2911190093,0.2979988456,0.2292668223,16.2572937012,16.2505416870,16.2325153351,1.0324865580,1.0316270590,1.0293805599,17.6450157166,17.6102962494,17.5824260712,1.2162652016,1.2114926577,1.2076914310,15.4888162613,15.4664430618,14.9288892746,0.9388422966,0.9357472658,0.8726445436
94000,6.4334726334,6.4376368523,6.4599070549,2.9292314053,2.9500813484,2.9848804474,8.0051279068,8.1312093735,7.9448022842,4.5625338554,4.7014327049,4.5747122765,3.7393453121,3.7397253513,3.6473622322,0.8270013928,0.8273011446,0.7864291072,8.5725841522,8.6700172424,7.5903859138,0.2921856046,0.2995753288,0.2293796837,16.2605152130,16.2534465790,16.2330169678,1.0328978300,1.0320026875,1.0294495821,17.6543560028,17.6207180023,17.5867004395,1.2175718546,1.2129487991,1.2082889080,15.5521364212,15.5271139145,14.9717283249,0.9467452765,0.9433645010,0.8777234554
