step,x_struct_raw_left_leg_norm,x_struct_raw_right_leg_norm,x_struct_raw_torso_norm,x_struct_raw_left_leg_var,x_struct_raw_right_leg_var,x_struct_raw_torso_var,x_struct_mixed_left_leg_norm,x_struct_mixed_right_leg_norm,x_struct_mixed_torso_norm,x_struct_mixed_left_leg_var,x_struct_mixed_right_leg_var,x_struct_mixed_torso_var,x_struct_norm_left_leg_norm,x_struct_norm_right_leg_norm,x_struct_norm_torso_norm,x_struct_norm_left_leg_var,x_struct_norm_right_leg_var,x_struct_norm_torso_var,h_struct_proj_left_leg_norm,h_struct_proj_right_leg_norm,h_struct_proj_torso_norm,h_struct_proj_left_leg_var,h_struct_proj_right_leg_var,h_struct_proj_torso_var,h_struct_pre_norm_left_leg_norm,h_struct_pre_norm_right_leg_norm,h_struct_pre_norm_torso_norm,h_struct_pre_norm_left_leg_var,h_struct_pre_norm_right_leg_var,h_struct_pre_norm_torso_var,h_struct_pre_inject_left_leg_norm,h_struct_pre_inject_right_leg_norm,h_struct_pre_inject_torso_norm,h_struct_pre_inject_left_leg_var,h_struct_pre_inject_right_leg_var,h_struct_pre_inject_torso_var,h_struct_post_inject_left_leg_norm,h_struct_post_inject_right_leg_norm,h_struct_post_inject_torso_norm,h_struct_post_inject_left_leg_var,h_struct_post_inject_right_leg_var,h_struct_post_inject_torso_var
7000,6.0222964287,6.0321640968,6.0174813271,2.7371368408,2.7370250225,2.7548897266,6.3593597412,6.3912768364,6.2938289642,2.7394800186,2.7547023296,2.7377920151,3.9981884956,3.9988901615,3.9732215405,0.9404802322,0.9408145547,0.9288302064,8.6197938919,8.5992994308,8.4523277283,0.2906418145,0.2893118858,0.2797618210,15.9777584076,15.9803991318,15.9720649719,0.9972397089,0.9975676537,0.9965296984,16.3390865326,16.3386783600,16.3376636505,1.0428411961,1.0427873135,1.0426574945,16.1149787903,16.1081638336,16.0507373810,1.0144475698,1.0135879517,1.0064210892
8000,5.7297163010,5.7328724861,5.7646031380,2.6708052158,2.6719334126,2.7293040752,6.0674037933,6.0996131897,6.0497179031,2.6810772419,2.7017023563,2.7209982872,3.9759619236,3.9765787125,3.9529066086,0.9300447702,0.9303411841,0.9193558097,8.5361099243,8.5197725296,8.3575677872,0.2850720286,0.2840177119,0.2735475600,15.9841842651,15.9845972061,15.9768791199,0.9980443716,0.9980948567,0.9971334934,16.3660430908,16.3637599945,16.3648853302,1.0462858677,1.0459921360,1.0461354256,16.1269760132,16.1192779541,16.0628242493,1.0159654617,1.0149943829,1.0079525709
9000,6.2924652100,6.2950897217,6.3255701065,2.8540871143,2.8614637852,2.9092311859,6.5947394371,6.6477346420,6.5810313225,2.8640975952,2.9059116840,2.9125330448,3.9756431580,3.9764316082,3.9472954273,0.9299427867,0.9303198457,0.9168339372,8.5486116409,8.5306844711,8.3163652420,0.2859231532,0.2847622335,0.2709506154,15.9802989960,15.9804286957,15.9701070786,0.9975577593,0.9975723028,0.9962862134,16.3877315521,16.3850097656,16.3865261078,1.0490616560,1.0487109423,1.0489042997,16.1284446716,16.1203231812,16.0512294769,1.0161560774,1.0151300430,1.0065112114
10000,6.1463913918,6.1482939720,6.1698393822,2.8002071381,2.7957193851,2.8458273411,6.4655771255,6.5084757805,6.4343905449,2.8273274899,2.8523657322,2.8616700172,3.9656219482,3.9656519890,3.9352445602,0.9253017902,0.9253258109,0.9112980962,8.5215778351,8.5172395706,8.2876462936,0.2841882110,0.2839960456,0.2692161202,15.9848928452,15.9867601395,15.9768333435,0.9981312752,0.9983622432,0.9971255660,16.4111518860,16.4088611603,16.4125328064,1.0520626307,1.0517661572,1.0522361994,16.1325206757,16.1215934753,16.0437717438,1.0166764259,1.0152938366,1.0055963993
11000,6.0449342728,6.0460968018,6.0392208099,2.7274510860,2.7218122482,2.7475035191,6.3781199455,6.4219398499,6.3207340240,2.7737400532,2.8026752472,2.7855043411,3.9623954296,3.9625442028,3.9291467667,0.9238965511,0.9239645600,0.9085900187,8.5540704727,8.5594711304,8.2956905365,0.2866219282,0.2871064246,0.2700840235,15.9925260544,15.9950122833,15.9847517014,0.9990848899,0.9993930459,0.9981148243,16.4354267120,16.4334163666,16.4384307861,1.0551776886,1.0549167395,1.0555603504,16.1429882050,16.1298160553,16.0447940826,1.0180016756,1.0163345337,1.0057427883
12000,6.0195946693,6.0220298767,6.0679268837,2.7820453644,2.7844521999,2.8520400524,6.3481221199,6.3989796638,6.3470144272,2.8280985355,2.8719079494,2.8936443329,3.9398066998,3.9395458698,3.9067850113,0.9133148193,0.9132114649,0.8981910348,8.4614048004,8.4474954605,8.1826486588,0.2802340090,0.2793077826,0.2624092996,15.9922246933,15.9922180176,15.9833135605,0.9990470409,0.9990438223,0.9979340434,16.4538516998,16.4496250153,16.4572372437,1.0575442314,1.0569982529,1.0579762459,16.1314449310,16.1229839325,16.0365543365,1.0165542364,1.0154776573,1.0047332048
13000,5.6947383881,5.6991887093,5.6862549782,2.6110174656,2.6088652611,2.6237883568,6.0501856804,6.1091537476,6.0021400452,2.6830313206,2.7259416580,2.6951377392,3.9358880520,3.9361348152,3.9010448456,0.9116590619,0.9117866158,0.8956936002,8.4954805374,8.5022907257,8.2225284576,0.2828469276,0.2833638489,0.2654339373,16.0001544952,16.0025711060,15.9943323135,1.0000385046,1.0003386736,0.9993109703,16.4756870270,16.4727973938,16.4810428619,1.0603553057,1.0599801540,1.0610402822,16.1475219727,16.1357746124,16.0444602966,1.0185880661,1.0170935392,1.0057340860
14000,5.7863507271,5.7938456535,5.8218998909,2.6810753345,2.6906716824,2.7381765842,6.1479716301,6.2054920197,6.1379981041,2.7674345970,2.8213157654,2.8211579323,3.9232821465,3.9235689640,3.8878345490,0.9058685303,0.9059953094,0.8896812797,8.4642667770,8.4709138870,8.1583909988,0.2808408141,0.2813768387,0.2613314092,16.0020580292,16.0027847290,15.9939432144,1.0002766848,1.0003659725,0.9992637634,16.4952640533,16.4909725189,16.5006122589,1.0628762245,1.0623201132,1.0635626316,16.1527576447,16.1418514252,16.0393028259,1.0192581415,1.0178654194,1.0051077604
15000,6.1908621788,6.1932077408,6.1931915283,2.8129203320,2.8036024570,2.8367779255,6.5545887947,6.6201171875,6.5105204582,2.9247789383,2.9731535912,2.9495222569,3.9311828613,3.9305002689,3.8895602226,0.9096592665,0.9093269706,0.8906640410,8.5124073029,8.5402135849,8.1794929504,0.2841856182,0.2862300575,0.2630443573,16.0006999969,16.0047779083,15.9946651459,1.0001066923,1.0006148815,0.9993531704,16.5121364594,16.5094680786,16.5202999115,1.0650525093,1.0647053719,1.0661028624,16.1450977325,16.1317977905,16.0211067200,1.0183035135,1.0166056156,1.0028514862
16000,5.9998803139,6.0037169456,6.0451683998,2.7701787949,2.7667288780,2.8298962116,6.3739991188,6.4457468987,6.3755021095,2.8906962872,2.9483802319,2.9555728436,3.9096736908,3.9090406895,3.8680090904,0.8996828198,0.8993737102,0.8807321191,8.4497823715,8.4591913223,8.0927057266,0.2798604965,0.2804549932,0.2571413219,16.0035991669,16.0041084290,15.9961042404,1.0004686117,1.0005296469,0.9995315671,16.5297756195,16.5245018005,16.5377368927,1.0673300028,1.0666449070,1.0683546066,16.1441307068,16.1323242188,16.0173740387,1.0181868076,1.0166722536,1.0024100542
17000,6.1266865730,6.1266031265,6.1541104317,2.7755911350,2.7909972668,2.8275105953,6.5146312714,6.5888352394,6.4995498657,2.9265260696,3.0046906471,2.9841444492,3.9110782146,3.9122920036,3.8668239117,0.9004410505,0.9010109305,0.8803301454,8.5006465912,8.5178174973,8.1175909042,0.2833975255,0.2846469581,0.2589628696,16.0074310303,16.0080356598,15.9994792938,1.0009497404,1.0010229349,0.9999539256,16.5502719879,16.5437908173,16.5583362579,1.0699789524,1.0691365004,1.0710188150,16.1442241669,16.1336288452,16.0012798309,1.0182148218,1.0168477297,1.0004199743
18000,6.2214403152,6.2264251709,6.2080621719,2.8166658878,2.8295335770,2.8371486664,6.6334643364,6.7116971016,6.5817255974,2.9977533817,3.0771718025,3.0281112194,3.9180765152,3.9185276031,3.8686959743,0.9039015770,0.9041207433,0.8814232945,8.5731315613,8.5967216492,8.1657915115,0.2887816429,0.2905916870,0.2627158165,16.0125808716,16.0145416260,16.0049095154,1.0015952587,1.0018385649,1.0006355047,16.5695228577,16.5647945404,16.5785083771,1.0724712610,1.0718553066,1.0736314058,16.1434478760,16.1321239471,15.9914789200,1.0181264877,1.0166671276,0.9992092252
19000,6.1442141533,6.1520361900,6.1634058952,2.8236310482,2.8285157681,2.8757095337,6.5735411644,6.6531014442,6.5440464020,3.0265989304,3.1001014709,3.0816507339,3.8964481354,3.8967921734,3.8473157883,0.8938551545,0.8940305114,0.8716149330,8.4863586426,8.5082206726,8.0774116516,0.2825923562,0.2841153741,0.2566430569,16.0110511780,16.0129756927,16.0048465729,1.0014027357,1.0016409159,1.0006246567,16.5850772858,16.5793876648,16.5958366394,1.0744847059,1.0737428665,1.0758758783,16.1320133209,16.1180534363,15.9781236649,1.0166834593,1.0148891211,0.9975811839
20000,6.1989173889,6.2006063461,6.2444763184,2.8492157459,2.8500976562,2.9143881798,6.6411437988,6.7168149948,6.6346683502,3.0709922314,3.1437962055,3.1416275501,3.8880422115,3.8879041672,3.8375854492,0.8900177479,0.8899616599,0.8672186732,8.4812517166,8.4921474457,8.0414628983,0.2822164893,0.2829150856,0.2542318404,16.0138816833,16.0139236450,16.0054931641,1.0017567873,1.0017589331,1.0007050037,16.6031799316,16.5956745148,16.6128940582,1.0768332481,1.0758544207,1.0780892372,16.1325798035,16.1160831451,15.9717626572,1.0167672634,1.0146454573,0.9968030453
21000,6.0505542755,6.0461921692,6.0707511902,2.7583158016,2.7634649277,2.8049921989,6.5096421242,6.5832934380,6.4853014946,2.9988186359,3.0758259296,3.0491673946,3.8831965923,3.8827650547,3.8318686485,0.8878879547,0.8876908422,0.8647316694,8.4941329956,8.5134773254,8.0460538864,0.2831145227,0.2844210565,0.2546673715,16.0175552368,16.0173835754,16.0080680847,1.0022166967,1.0021917820,1.0010277033,16.6202869415,16.6130275726,16.6296844482,1.0790528059,1.0781050920,1.0802706480,16.1380214691,16.1296672821,15.9741430283,1.0174615383,1.0163662434,0.9971145988
22000,6.1486887932,6.1535906792,6.1796655655,2.7972519398,2.8103895187,2.8485553265,6.6299457550,6.7253713608,6.6114230156,3.0717897415,3.1605670452,3.1260235310,3.8818302155,3.8829998970,3.8277578354,0.8873623610,0.8879283071,0.8629693985,8.5268125534,8.5466079712,8.0390682220,0.2855163515,0.2868685424,0.2543313503,16.0214710236,16.0205554962,16.0098037720,1.0027078390,1.0025900602,1.0012459755,16.6379299164,16.6304149628,16.6463489532,1.0813465118,1.0803641081,1.0824378729,16.1339778900,16.1194362640,15.9544124603,1.0169683695,1.0150874853,0.9946811199
23000,6.0769724846,6.0774970055,6.0733995438,2.7715153694,2.7665569782,2.7928655148,6.5908694267,6.6779499054,6.5413832664,3.0759303570,3.1546494961,3.1038234234,3.8814620972,3.8808400631,3.8239824772,0.8873977661,0.8870921135,0.8614354730,8.5482845306,8.5687208176,8.0814666748,0.2871590257,0.2885077000,0.2574524283,16.0246143341,16.0242748260,16.0168762207,1.0031021833,1.0030561686,1.0021314621,16.6552276611,16.6464786530,16.6650524139,1.0835959911,1.0824521780,1.0848721266,16.1235713959,16.1024169922,15.9425668716,1.0156731606,1.0129455328,0.9932272434
24000,6.3331165314,6.3348984718,6.3791904449,2.8803417683,2.8884592056,2.9498705864,6.8499126434,6.9494342804,6.8569374084,3.2151789665,3.3105695248,3.2998027802,3.8742563725,3.8744781017,3.8174142838,0.8840083480,0.8841294646,0.8584538698,8.5324821472,8.5536499023,8.0285949707,0.2858223021,0.2872872651,0.2538461387,16.0257091522,16.0241279602,16.0154514313,1.0032403469,1.0030388832,1.0019534826,16.6719493866,16.6623306274,16.6822643280,1.0857746601,1.0845154524,1.0871152878,16.1080493927,16.0899696350,15.9134912491,1.0137397051,1.0113991499,0.9896505475
25000,6.0631265640,6.0677623749,6.0854101181,2.7686476707,2.7794449329,2.8177115917,6.6036710739,6.7024641037,6.5872902870,3.1154544353,3.2135562897,3.1778371334,3.8650088310,3.8660719395,3.8074924946,0.8799538612,0.8804648519,0.8540843725,8.5343542099,8.5624799728,8.0393095016,0.2861603200,0.2880852818,0.2546713650,16.0288639069,16.0274085999,16.0200443268,1.0036340952,1.0034492016,1.0025283098,16.6873302460,16.6780014038,16.6976623535,1.0877785683,1.0865564346,1.0891231298,16.1119899750,16.0955924988,15.9140033722,1.0142273903,1.0120985508,0.9897237420
26000,6.1297860146,6.1351542473,6.1701478958,2.8239545822,2.8294093609,2.8835406303,6.6904988289,6.7948064804,6.6825647354,3.2008433342,3.2994272709,3.2655017376,3.8560593128,3.8565225601,3.7973833084,0.8758429885,0.8760712147,0.8495228887,8.4983091354,8.5261116028,7.9809813499,0.2835539281,0.2854193747,0.2507738769,16.0278015137,16.0268325806,16.0172519684,1.0035014153,1.0033762455,1.0021781921,16.7013092041,16.6914539337,16.7101440430,1.0896012783,1.0883091688,1.0907518864,16.1042671204,16.0879020691,15.9058694839,1.0132704973,1.0111322403,0.9887415171
27000,6.1474556923,6.1483530998,6.1932935715,2.8285400867,2.8306982517,2.8884675503,6.7331342697,6.8413867950,6.7345800400,3.2354271412,3.3320670128,3.3083903790,3.8544485569,3.8561260700,3.7948217392,0.8752570152,0.8760493994,0.8485048413,8.5112962723,8.5547342300,7.9909577370,0.2846207619,0.2876192927,0.2517483234,16.0298175812,16.0300121307,16.0194683075,1.0037571192,1.0037786961,1.0024589300,16.7169609070,16.7076892853,16.7249717712,1.0916464329,1.0904294252,1.0926907063,16.1152801514,16.0929183960,15.9003143311,1.0146890879,1.0117883682,0.9880795479
28000,6.5710883141,6.5742063522,6.5492796898,2.9224529266,2.9316124916,2.9392647743,7.1861171722,7.3077154160,7.1317577362,3.3915081024,3.5076620579,3.4305851460,3.8863093853,3.8880486488,3.8162808418,0.8898972869,0.8907185197,0.8583678603,8.6687002182,8.7290658951,8.0904874802,0.2953998446,0.2996829152,0.2585077882,16.0379962921,16.0392780304,16.0283489227,1.0047826767,1.0049388409,1.0035719872,16.7361488342,16.7262077332,16.7461128235,1.0941541195,1.0928472281,1.0954557657,16.1020393372,16.0875186920,15.8702812195,1.0130407810,1.0111120939,0.9843970537
29000,6.1014633179,6.1062846184,6.1176772118,2.7823095322,2.7910716534,2.8191699982,6.7285628319,6.8309907913,6.7034449577,3.2421576977,3.3387167454,3.2866127491,3.8506448269,3.8526051044,3.7884113789,0.8737517595,0.8746605515,0.8458266258,8.5398578644,8.5822887421,8.0037488937,0.2867742777,0.2897156477,0.2527709901,16.0364856720,16.0350780487,16.0257053375,1.0045917034,1.0044128895,1.0032398701,16.7482872009,16.7376117706,16.7556152344,1.0957416296,1.0943391323,1.0966991186,16.0971298218,16.0765991211,15.8793220520,1.0124297142,1.0097510815,0.9855065346
30000,6.4270429611,6.4370203018,6.4540834427,2.8906848431,2.9055337906,2.9454605579,7.0867962837,7.2148847580,7.0684933662,3.4090209007,3.5340049267,3.4745705128,3.8633761406,3.8641185760,3.7959253788,0.8794882894,0.8798448443,0.8492402434,8.6175899506,8.6575069427,8.0145187378,0.2919828892,0.2947448492,0.2534224689,16.0417976379,16.0407314301,16.0285511017,1.0052604675,1.0051229000,1.0035971403,16.7653598785,16.7543487549,16.7730331421,1.0979784727,1.0965294838,1.0989814997,16.0914134979,16.0767726898,15.8595838547,1.0117330551,1.0097773075,0.9831140637
31000,6.3640727997,6.3688950539,6.3739309311,2.9008715153,2.9007437229,2.9445829391,7.0550622940,7.1487288475,7.0129942894,3.4516887665,3.5524275303,3.5025660992,3.8550684452,3.8528187275,3.7854273319,0.8759028316,0.8748301864,0.8446488380,8.6045780182,8.6425981522,8.0097732544,0.2912021279,0.2938369811,0.2533635199,16.0441570282,16.0437107086,16.0326423645,1.0055550337,1.0054943562,1.0041091442,16.7804107666,16.7692413330,16.7888526917,1.0999490023,1.0984789133,1.1010546684,16.0811271667,16.0645408630,15.8330907822,1.0104252100,1.0082271099,0.9798448086
32000,6.0901303291,6.0964565277,6.1085267067,2.7726461887,2.7826092243,2.8141934872,6.7932515144,6.9104361534,6.7668108940,3.3292794228,3.4428892136,3.3798375130,3.8364694118,3.8383839130,3.7699291706,0.8674572706,0.8683868051,0.8377040625,8.5535058975,8.6095075607,7.9745087624,0.2874979377,0.2914699912,0.2508286536,16.0445308685,16.0444488525,16.0328140259,1.0056000948,1.0055866241,1.0041291714,16.7934589386,16.7822189331,16.8003997803,1.1016600132,1.1001794338,1.1025696993,16.0724639893,16.0572376251,15.8288660049,1.0093486309,1.0073274374,0.9793438911
33000,6.0011887550,6.0087304115,5.9933166504,2.7170257568,2.7173287868,2.7348070145,6.7370481491,6.8301520348,6.6951627731,3.2964715958,3.3952288628,3.3374495506,3.8419964314,3.8402719498,3.7718865871,0.8701900244,0.8694164157,0.8387555480,8.6218070984,8.6781816483,8.0394554138,0.2923383415,0.2964430153,0.2552459836,16.0517063141,16.0525379181,16.0413570404,1.0064994097,1.0065999031,1.0051994324,16.8115730286,16.8006153107,16.8191146851,1.1040360928,1.1025922298,1.1050270796,16.0549430847,16.0411949158,15.8044004440,1.0071523190,1.0053126812,0.9763315916
34000,5.9190435410,5.9228458405,5.9257273674,2.7025549412,2.7096502781,2.7350864410,6.6572575569,6.7547554970,6.6318221092,3.2890675068,3.3927936554,3.3392810822,3.8271296024,3.8270735741,3.7614831924,0.8634749651,0.8634648919,0.8341295719,8.5589418411,8.5956583023,7.9858651161,0.2880678773,0.2907176316,0.2518226504,16.0505237579,16.0469627380,16.0378208160,1.0063517094,1.0059015751,1.0047584772,16.8224163055,16.8087673187,16.8276748657,1.1054612398,1.1036614180,1.1061540842,16.0399246216,16.0261840820,15.7968254089,1.0052961111,1.0034526587,0.9754118323
35000,5.8934946060,5.8968715668,5.9143524170,2.6891462803,2.7055802345,2.7397780418,6.6585392952,6.7716794014,6.6454682350,3.3051819801,3.4214153290,3.3711137772,3.8218333721,3.8239660263,3.7555840015,0.8612062931,0.8622320294,0.8315774798,8.5580148697,8.6206188202,7.9643030167,0.2882257700,0.2927362025,0.2505154014,16.0520515442,16.0506839752,16.0381641388,1.0065474510,1.0063731670,1.0048037767,16.8367824554,16.8248691559,16.8413505554,1.1073527336,1.1057807207,1.1079537868,16.0615139008,16.0504684448,15.8027944565,1.0080349445,1.0065175295,0.9761804342
36000,5.9829330444,5.9837145805,6.0171327591,2.7451934814,2.7486820221,2.8010320663,6.7694849968,6.8863301277,6.7646408081,3.4025299549,3.5170493126,3.4734561443,3.8128798008,3.8140330315,3.7469387054,0.8569250703,0.8574938178,0.8275872469,8.5093765259,8.5799207687,7.9242248535,0.2844985723,0.2894006371,0.2476054132,16.0513210297,16.0521411896,16.0401611328,1.0064533949,1.0065530539,1.0050511360,16.8508491516,16.8385944366,16.8562850952,1.1092021465,1.1075820923,1.1099188328,16.0266227722,16.0128917694,15.7641267776,1.0036616325,1.0017955303,0.9714518189
37000,6.4344625473,6.4335613251,6.4475579262,2.8998038769,2.9071037769,2.9409332275,7.2688746452,7.3899922371,7.2354936600,3.6428852081,3.7632253170,3.6964936256,3.8430516720,3.8444550037,3.7675035000,0.8706240654,0.8713059425,0.8368673921,8.6362247467,8.6918373108,7.9560689926,0.2933230400,0.2972428203,0.2501349151,16.0598545074,16.0580387115,16.0443801880,1.0075267553,1.0072954893,1.0055853128,16.8666915894,16.8529529572,16.8709468842,1.1112921238,1.1094743013,1.1118535995,16.0450706482,16.0256977081,15.7544374466,1.0060257912,1.0034329891,0.9703174233
38000,6.0226125717,6.0270490646,6.0322375298,2.7679636478,2.7724413872,2.7966325283,6.8652839661,6.9639344215,6.8312783241,3.4850018024,3.5875556469,3.5271048546,3.8197829723,3.8191192150,3.7482120991,0.8603867292,0.8601030111,0.8284097314,8.5717258453,8.6193971634,7.9445071220,0.2891628444,0.2925158739,0.2493644506,16.0588302612,16.0565166473,16.0450401306,1.0073981285,1.0071034431,1.0056667328,16.8801918030,16.8662490845,16.8825702667,1.1130702496,1.1112250090,1.1133857965,16.0345802307,16.0193557739,15.7564220428,1.0047171116,1.0026443005,0.9705398679
39000,6.6650314331,6.6655211449,6.6895599365,3.0306456089,3.0406143665,3.0923893452,7.5460863113,7.6707835197,7.5196285248,3.8640451431,3.9919803143,3.9273333549,3.8349440098,3.8366138935,3.7606897354,0.8669002056,0.8676963449,0.8338663578,8.5941247940,8.6574754715,7.9036083221,0.2904663980,0.2949813008,0.2470138967,16.0617256165,16.0597400665,16.0453186035,1.0077632666,1.0075107813,1.0057045221,16.8920326233,16.8765945435,16.8948230743,1.1146345139,1.1125901937,1.1150039434,16.0150127411,15.9965248108,15.7127828598,1.0022950172,0.9998024702,0.9652546048
40000,6.0969004631,6.1009340286,6.1388192177,2.8145718575,2.8407206535,2.8862538338,6.9725718498,7.0935282707,6.9758696556,3.6035478115,3.7310504913,3.6808407307,3.7966201305,3.8001701832,3.7331576347,0.8497650027,0.8514694571,0.8216958642,8.4793004990,8.5247497559,7.8643789291,0.2826933265,0.2858362198,0.2442107797,16.0588970184,16.0561542511,16.0445842743,1.0074056387,1.0070590973,1.0056105852,16.9028511047,16.8891048431,16.9052963257,1.1160590649,1.1142376661,1.1163858175,16.0079612732,15.9975061417,15.7342300415,1.0013868809,0.9999409914,0.9678683877
41000,6.1757364273,6.1778163910,6.2067341805,2.8093097210,2.8175323009,2.8607261181,7.0871906281,7.2025680542,7.0750560760,3.6321146488,3.7484316826,3.6978821754,3.8117210865,3.8126792908,3.7404654026,0.8567402363,0.8572041392,0.8250164390,8.5538425446,8.6123294830,7.8904318810,0.2879967093,0.2920494080,0.2459881008,16.0644130707,16.0615959167,16.0490875244,1.0081000328,1.0077426434,1.0061762333,16.9178943634,16.9022426605,16.9192180634,1.1180484295,1.1159732342,1.1182262897,16.0131130219,15.9912929535,15.7021417618,1.0020813942,0.9991898537,0.9639616013
42000,6.4932475090,6.4980154037,6.5216326714,2.9622426033,2.9626734257,3.0143957138,7.4466800690,7.5834951401,7.4128956795,3.8660552502,3.9960441589,3.9097154140,3.8171768188,3.8182392120,3.7435004711,0.8590335846,0.8595408797,0.8263431191,8.5478229523,8.6141662598,7.8519725800,0.2873930633,0.2918663919,0.2437101603,16.0632610321,16.0635585785,16.0485420227,1.0079555511,1.0079889297,1.0061094761,16.9283676147,16.9157867432,16.9310398102,1.1194334030,1.1177611351,1.1197915077,16.0123806000,15.9807376862,15.6998481750,1.0020025969,0.9978553057,0.9637219906
43000,5.7372522354,5.7457547188,5.7497797012,2.6251184940,2.6224098206,2.6630873680,6.6835446358,6.7798299789,6.6535282135,3.4502964020,3.5531041622,3.4940164089,3.7934083939,3.7907476425,3.7235753536,0.8488711119,0.8476569057,0.8177771568,8.5392770767,8.5796279907,7.9074048996,0.2871453166,0.2899342775,0.2471747696,16.0696411133,16.0665264130,16.0555591583,1.0087538958,1.0083587170,1.0069863796,16.9487895966,16.9334297180,16.9491176605,1.1221328974,1.1200932264,1.1221809387,15.9648237228,15.9353456497,15.6776809692,0.9960489869,0.9921790957,0.9609403610
44000,6.0756316185,6.0806975365,6.0976634026,2.7782108784,2.7739055157,2.8210625648,7.0566282272,7.1570167542,7.0277738571,3.6734242439,3.7806880474,3.7250654697,3.8024559021,3.7998089790,3.7266216278,0.8528119326,0.8515891433,0.8190537095,8.5569009781,8.6220674515,7.8731532097,0.2881302238,0.2926909029,0.2449218482,16.0719738007,16.0704689026,16.0567016602,1.0090496540,1.0088548660,1.0071316957,16.9621734619,16.9457378387,16.9610919952,1.1239070892,1.1217218637,1.1237692833,15.9630775452,15.9405660629,15.6497764587,0.9958502054,0.9928230643,0.9576071501
45000,5.8183164597,5.8252830505,5.8251938820,2.6512122154,2.6583189964,2.6811401844,6.7998433113,6.8985605240,6.7754569054,3.5270042419,3.6353483200,3.5788314342,3.7945535183,3.7932519913,3.7203750610,0.8495028615,0.8489624858,0.8164212108,8.5606966019,8.6321592331,7.8952193260,0.2886693776,0.2939583063,0.2463681698,16.0755653381,16.0728378296,16.0602035522,1.0095022917,1.0091555119,1.0075709820,16.9767608643,16.9605464935,16.9752826691,1.1258416176,1.1236865520,1.1256501675,15.9406538010,15.9335689545,15.6344528198,0.9930840135,0.9920086861,0.9557073116
46000,5.9691619873,5.9736819267,5.9988284111,2.7407696247,2.7513384819,2.7968120575,6.9836711884,7.0958256721,6.9554939270,3.6888782978,3.8087570667,3.7290732861,3.7797365189,3.7811233997,3.7106821537,0.8425050974,0.8431929350,0.8120017648,8.4756422043,8.5299291611,7.8131132126,0.2824050784,0.2861422598,0.2409745306,16.0727634430,16.0693569183,16.0570049286,1.0091487169,1.0087161064,1.0071706772,16.9870891571,16.9703121185,16.9848289490,1.1272101402,1.1249773502,1.1269177198,15.9401416779,15.9214906693,15.6386671066,0.9930155277,0.9904823899,0.9562909007
47000,5.6686735153,5.6751809120,5.6725845337,2.6003272533,2.6107304096,2.6360633373,6.6790757179,6.7828555107,6.6454234123,3.5059287548,3.6164252758,3.5451033115,3.7770323753,3.7782239914,3.7062256336,0.8417597413,0.8423507810,0.8103007078,8.4989042282,8.5863399506,7.8514814377,0.2845164239,0.2908995748,0.2437547892,16.0746345520,16.0736083984,16.0587539673,1.0093835592,1.0092515945,1.0073910952,16.9987449646,16.9851341248,16.9957408905,1.1287578344,1.1269464493,1.1283663511,15.9328508377,15.9279603958,15.6188192368,0.9921185970,0.9913258553,0.9538310766
48000,5.8371548653,5.8352336884,5.8533716202,2.6824233532,2.6882119179,2.7249751091,6.8709430695,6.9799895287,6.8444733620,3.6355948448,3.7545135021,3.6850073338,3.7766096592,3.7771000862,3.7046351433,0.8413829207,0.8416754603,0.8095061779,8.4942655563,8.5738906860,7.8167695999,0.2838732004,0.2896056175,0.2412966341,16.0792903900,16.0784244537,16.0627574921,1.0099694729,1.0098577738,1.0078930855,17.0146846771,16.9989280701,17.0102977753,1.1308757067,1.1287761927,1.1303004026,15.9203348160,15.9119195938,15.6000118256,0.9905655384,0.9893149734,0.9515827298
49000,6.0505943298,6.0513987541,6.0833168030,2.7956023216,2.7939581871,2.8539698124,7.1190209389,7.2304062843,7.1011471748,3.8114736080,3.9352328777,3.8710343838,3.7780771255,3.7758016586,3.7055778503,0.8420011401,0.8409627676,0.8099399209,8.4932575226,8.5369739532,7.7918486595,0.2839541733,0.2868682444,0.2399926782,16.0828762054,16.0790042877,16.0659732819,1.0104206800,1.0099290609,1.0082999468,17.0272922516,17.0105171204,17.0233364105,1.1325540543,1.1303160191,1.1320360899,15.9147195816,15.8871374130,15.5824108124,0.9899026752,0.9862429500,0.9494894147
50000,6.5994024277,6.5955696106,6.6031842232,2.9656481743,2.9725096226,3.0031850338,7.7201237679,7.8550834656,7.6710505486,4.0913205147,4.2339096069,4.1291084290,3.8116021156,3.8142340183,3.7287595272,0.8568049073,0.8580338359,0.8200752735,8.6047201157,8.6896419525,7.8155574799,0.2914942801,0.2973886132,0.2416311055,16.0917625427,16.0886039734,16.0729656219,1.0115427971,1.0111418962,1.0091817379,17.0436038971,17.0233154297,17.0355529785,1.1347289085,1.1320205927,1.1336650848,15.9555912018,15.9293031693,15.5689830780,0.9951146841,0.9915395975,0.9479838014
